,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
18861,0.59,True,False,False,,862,< 5 Years
18862,11.2,True,False,True,Keras,6489,10-15 Years
18863,6.9,False,False,False,,135485,5-10 Years
18864,6.7,True,False,True,Scikit-learn,9895,5-10 Years
18865,18.5,True,False,False,Keras,11680,15-20 Years
18866,0.0,False,False,False,,18375,< 5 Years
18867,1.5,False,False,False,,61264,< 5 Years
18868,2.6,True,False,False,Keras,63884,< 5 Years
18869,0.35,True,False,False,,55054,< 5 Years
18870,4.3,True,False,False,Scikit-learn,111757,< 5 Years
18871,0.35,True,False,False,Scikit-learn,52997,< 5 Years
18872,2.7,True,False,False,Scikit-learn,50875,< 5 Years
18873,1.2,True,True,False,TensorFlow,111088,< 5 Years
18874,0.0,False,False,False,,72742,< 5 Years
18875,0.54,True,True,True,,51401,< 5 Years
18876,1.2,True,False,False,Scikit-learn,361,< 5 Years
18877,2.9,True,True,False,Scikit-learn,44379,< 5 Years
18878,4.9,True,False,False,Scikit-learn,74008,< 5 Years
18879,2.4,True,True,False,,58590,< 5 Years
18880,3.6,False,True,False,,80564,< 5 Years
18881,2.8,False,True,False,,74816,< 5 Years
18882,26.7,True,True,True,Scikit-learn,40066,25+ Years
18883,7.8,True,False,True,Scikit-learn,82583,5-10 Years
18884,1.9,True,True,False,Scikit-learn,60077,< 5 Years
18885,0.29,True,False,True,TensorFlow,66376,< 5 Years
18886,0.0,False,False,False,,42301,< 5 Years
18887,3.1,True,False,False,Scikit-learn,9189,< 5 Years
18888,0.97,True,False,False,,482,< 5 Years
18889,0.27,True,False,False,Scikit-learn,72071,< 5 Years
18890,0.62,True,False,False,,51600,< 5 Years
18891,2.8,True,False,False,Scikit-learn,185962,< 5 Years
18892,3.2,True,False,True,,6751,< 5 Years
18893,0.46,True,False,False,PyTorch,69761,< 5 Years
18894,7.2,True,False,False,TensorFlow,2174,5-10 Years
18895,4.7,True,False,False,PyTorch,88339,< 5 Years
18896,16.0,False,False,True,Scikit-learn,43639,15-20 Years
18897,18.3,True,False,False,PyTorch,174333,15-20 Years
18898,3.9,True,False,False,Keras,8615,< 5 Years
18899,0.71,True,False,False,,72328,< 5 Years
18900,4.3,True,False,False,,2420,< 5 Years
18901,0.73,True,False,False,TensorFlow,104,< 5 Years
18902,1.6,True,False,False,Scikit-learn,64581,< 5 Years
18903,19.6,True,False,False,,1837,15-20 Years
18904,0.0,False,False,False,,932,< 5 Years
18905,6.7,True,False,False,,3638,5-10 Years
18906,9.7,True,False,False,Scikit-learn,6774,5-10 Years
18907,0.5,True,False,False,Keras,71962,< 5 Years
18908,4.5,True,False,False,Scikit-learn,61962,< 5 Years
18909,4.6,True,True,False,Scikit-learn,74461,< 5 Years
18910,1.7,True,False,False,TensorFlow,63022,< 5 Years
18911,1.6,False,False,True,,28194,< 5 Years
18912,5.7,True,True,False,Scikit-learn,2609,5-10 Years
18913,17.8,True,True,True,Keras,1003,15-20 Years
18914,2.8,True,True,True,,67736,< 5 Years
18915,1.8,True,False,False,Scikit-learn,834,< 5 Years
18916,28.4,True,False,False,Keras,164383,25+ Years
18917,2.1,True,False,False,Scikit-learn,10745,< 5 Years
18918,6.0,True,False,False,Keras,11483,5-10 Years
18919,3.7,True,True,True,Scikit-learn,11456,< 5 Years
18920,0.71,True,False,True,Scikit-learn,26688,< 5 Years
18921,0.3,True,False,True,Keras,62334,< 5 Years
18922,1.4,True,False,False,,69091,< 5 Years
18923,8.9,True,False,False,,54579,5-10 Years
18924,3.0,True,False,True,TensorFlow,64342,< 5 Years
18925,0.84,True,True,False,,946,< 5 Years
18926,1.0,True,False,True,,61151,< 5 Years
18927,1.9,True,False,True,Keras,59624,< 5 Years
18928,1.3,True,False,False,TensorFlow,213,< 5 Years
18929,2.5,True,True,True,Keras,1494,< 5 Years
18930,7.2,True,False,False,,41016,5-10 Years
18931,0.55,True,True,False,,56103,< 5 Years
18932,3.7,True,False,True,Keras,4442,< 5 Years
18933,2.6,True,False,True,Scikit-learn,69069,< 5 Years
18934,18.5,True,False,True,,4557,15-20 Years
18935,7.1,True,False,True,PyTorch,3432,5-10 Years
18936,4.9,True,False,False,Keras,7849,< 5 Years
18937,2.0,True,True,True,Keras,55472,< 5 Years
18938,0.76,True,False,False,,53237,< 5 Years
18939,14.2,True,False,True,Keras,64453,10-15 Years
18940,5.6,True,False,False,Scikit-learn,569,5-10 Years
18941,3.6,True,True,False,Keras,58224,< 5 Years
18942,23.4,True,True,True,Scikit-learn,55835,20-25 Years
18943,0.58,True,False,False,TensorFlow,59947,< 5 Years
18944,0.6,True,False,False,PyTorch,58965,< 5 Years
18945,2.7,True,False,False,Scikit-learn,67304,< 5 Years
18946,9.5,True,False,True,TensorFlow,59751,5-10 Years
18947,0.95,True,False,False,PyTorch,69138,< 5 Years
18948,22.6,False,False,False,,36065,20-25 Years
18949,1.3,True,False,True,,62382,< 5 Years
18950,0.24,False,False,False,PyTorch,527,< 5 Years
18951,0.24,False,True,False,,138767,< 5 Years
18952,7.8,True,False,True,Scikit-learn,64847,5-10 Years
18953,7.6,True,False,False,Keras,563,5-10 Years
18954,14.7,True,False,True,,36197,10-15 Years
18955,21.6,True,False,False,,72560,20-25 Years
18956,0.27,True,False,False,Scikit-learn,222,< 5 Years
18957,13.8,True,False,True,Scikit-learn,67688,10-15 Years
18958,1.2,True,False,False,,74608,< 5 Years
18959,1.6,True,True,False,,5338,< 5 Years
18960,0.45,True,True,False,,63178,< 5 Years
18961,4.9,False,False,False,PyTorch,804,< 5 Years
18962,9.8,False,False,False,,14440,5-10 Years
18963,1.6,True,False,True,Keras,56537,< 5 Years
18964,0.0,False,False,False,,3859,< 5 Years
18965,5.5,True,False,False,PyTorch,8159,5-10 Years
18966,4.0,True,False,True,Scikit-learn,54757,< 5 Years
18967,0.24,True,False,False,Scikit-learn,62424,< 5 Years
18968,26.9,True,True,False,,25812,25+ Years
18969,0.0,False,False,False,,612,< 5 Years
18970,0.85,True,False,False,,74227,< 5 Years
18971,25.7,True,True,True,Scikit-learn,245742,25+ Years
18972,5.8,True,False,False,Keras,89136,5-10 Years
18973,3.2,True,False,True,,64670,< 5 Years
18974,26.7,False,False,False,,995,25+ Years
18975,0.0,False,False,False,,72164,< 5 Years
18976,3.3,True,True,True,Scikit-learn,60402,< 5 Years
18977,2.0,True,False,True,TensorFlow,64913,< 5 Years
18978,25.0,True,False,True,TensorFlow,98383,20-25 Years
18979,0.0,False,False,False,,57264,< 5 Years
18980,21.2,True,True,False,Scikit-learn,56598,20-25 Years
18981,9.6,True,False,False,Keras,656,5-10 Years
18982,4.4,True,False,False,TensorFlow,526,< 5 Years
18983,1.3,True,False,False,PyTorch,73,< 5 Years
18984,18.0,True,False,False,Scikit-learn,59582,15-20 Years
18985,0.32,False,True,False,,69199,< 5 Years
18986,6.3,True,False,True,,1669,5-10 Years
18987,2.5,True,True,True,Scikit-learn,64134,< 5 Years
18988,0.0,False,False,False,,11641,< 5 Years
18989,0.4,True,False,False,,73259,< 5 Years
18990,2.2,True,True,True,Scikit-learn,555,< 5 Years
18991,0.49,True,False,False,PyTorch,605,< 5 Years
18992,1.4,True,False,True,Scikit-learn,62092,< 5 Years
18993,0.43,True,False,True,,66866,< 5 Years
18994,19.2,False,False,True,,82858,15-20 Years
18995,0.9,True,False,False,Scikit-learn,63395,< 5 Years
18996,6.6,False,False,True,Scikit-learn,69418,5-10 Years
18997,1.4,True,False,True,Scikit-learn,246,< 5 Years
18998,25.6,False,False,False,PyTorch,65534,25+ Years
18999,7.1,True,False,True,Scikit-learn,45595,5-10 Years
19000,9.4,True,False,False,Scikit-learn,90572,5-10 Years
19001,1.8,True,False,True,Scikit-learn,69887,< 5 Years
19002,4.5,True,False,True,,80708,< 5 Years
19003,0.24,False,False,False,,72650,< 5 Years
19004,20.8,True,False,False,Keras,234,20-25 Years
19005,4.7,False,False,True,PyTorch,16911,< 5 Years
19006,18.5,True,False,False,Scikit-learn,995,15-20 Years
19007,0.87,True,True,True,PyTorch,2225,< 5 Years
19008,15.8,True,True,True,,282814,15-20 Years
19009,1.9,True,False,False,Scikit-learn,2846,< 5 Years
19010,0.31,False,False,True,,14791,< 5 Years
19011,15.0,True,False,False,,6038,10-15 Years
19012,16.7,True,False,True,TensorFlow,19059,15-20 Years
19013,1.1,True,False,False,Scikit-learn,66584,< 5 Years
19014,1.8,True,False,True,Scikit-learn,56505,< 5 Years
19015,2.3,True,True,True,Scikit-learn,118439,< 5 Years
19016,7.0,True,False,False,,56791,5-10 Years
19017,1.9,True,False,False,Keras,22648,< 5 Years
19018,0.0,False,False,False,,57353,< 5 Years
19019,0.94,True,False,True,Scikit-learn,74585,< 5 Years
19020,6.6,True,False,True,TensorFlow,36134,5-10 Years
19021,2.8,True,True,True,Scikit-learn,85642,< 5 Years
19022,3.9,True,False,False,TensorFlow,6344,< 5 Years
19023,17.4,True,False,False,Scikit-learn,739,15-20 Years
19024,2.4,True,False,False,TensorFlow,74424,< 5 Years
19025,28.9,False,True,True,,160467,25+ Years
19026,2.1,True,False,False,Keras,71056,< 5 Years
19027,2.0,True,True,True,Keras,17536,< 5 Years
19028,3.2,True,False,True,,873,< 5 Years
19029,16.3,True,False,True,Scikit-learn,53370,15-20 Years
19030,0.25,True,False,False,,56602,< 5 Years
19031,18.7,True,False,True,TensorFlow,68754,15-20 Years
19032,2.4,True,False,False,Scikit-learn,73104,< 5 Years
19033,2.4,True,True,False,Keras,37115,< 5 Years
19034,0.0,False,False,False,,1948,< 5 Years
19035,3.6,True,False,True,Scikit-learn,2031,< 5 Years
19036,0.48,True,False,False,,70364,< 5 Years
19037,3.0,True,False,False,Scikit-learn,4341,< 5 Years
19038,3.4,True,False,True,,54822,< 5 Years
19039,0.21,False,False,False,,54042,< 5 Years
19040,1.3,True,False,False,,54819,< 5 Years
19041,0.85,True,False,True,PyTorch,69947,< 5 Years
19042,3.2,True,False,True,TensorFlow,54200,< 5 Years
19043,0.0,False,False,False,,5405,< 5 Years
19044,1.2,True,False,False,,74992,< 5 Years
19045,1.2,False,True,False,,72656,< 5 Years
19046,7.5,True,True,True,,72009,5-10 Years
19047,3.0,True,False,True,Keras,23798,< 5 Years
19048,0.78,True,True,True,PyTorch,460,< 5 Years
19049,2.3,True,False,False,Scikit-learn,188202,< 5 Years
19050,7.2,False,False,True,,104505,5-10 Years
19051,1.1,False,False,False,,65615,< 5 Years
19052,0.95,True,False,False,TensorFlow,3314,< 5 Years
19053,0.35,True,False,True,Keras,2426,< 5 Years
19054,1.7,False,True,False,,66606,< 5 Years
19055,5.8,True,True,False,TensorFlow,240272,5-10 Years
19056,0.61,True,False,False,Scikit-learn,68628,< 5 Years
19057,0.91,True,False,True,,72418,< 5 Years
19058,24.2,True,False,False,,69826,20-25 Years
19059,0.77,True,True,True,Scikit-learn,5132,< 5 Years
19060,0.25,False,False,False,Scikit-learn,64623,< 5 Years
19061,9.8,True,False,False,Scikit-learn,14878,5-10 Years
19062,8.5,True,False,True,TensorFlow,3265,5-10 Years
19063,8.7,True,False,True,Keras,78698,5-10 Years
19064,18.9,False,False,False,,62498,15-20 Years
19065,21.7,True,True,False,TensorFlow,50720,20-25 Years
19066,0.58,True,False,False,Scikit-learn,71253,< 5 Years
19067,4.8,True,True,False,PyTorch,30458,< 5 Years
19068,18.0,True,True,True,Scikit-learn,59644,15-20 Years
19069,6.7,True,False,False,PyTorch,47469,5-10 Years
19070,1.3,True,True,True,PyTorch,62393,< 5 Years
19071,16.0,True,True,False,,50893,15-20 Years
19072,1.7,True,False,False,Scikit-learn,71955,< 5 Years
19073,2.1,True,False,True,,8353,< 5 Years
19074,0.34,True,False,False,Scikit-learn,67100,< 5 Years
19075,0.68,False,False,False,,52726,< 5 Years
19076,5.5,True,False,True,PyTorch,4506,5-10 Years
19077,4.2,True,False,True,TensorFlow,70725,< 5 Years
19078,1.6,True,True,False,,59679,< 5 Years
19079,2.2,True,True,True,PyTorch,53844,< 5 Years
19080,7.1,True,False,True,Keras,54368,5-10 Years
19081,1.6,True,False,False,,60593,< 5 Years
19082,2.2,True,False,False,,55088,< 5 Years
19083,1.7,True,False,False,Scikit-learn,59413,< 5 Years
19084,16.3,False,False,False,,1587,15-20 Years
19085,9.0,False,False,False,TensorFlow,83823,5-10 Years
19086,1.5,True,False,True,Scikit-learn,7262,< 5 Years
19087,0.99,True,True,False,Scikit-learn,74833,< 5 Years
19088,0.85,True,False,False,,70846,< 5 Years
19089,1.9,True,False,True,Keras,886,< 5 Years
19090,2.3,True,True,True,,51930,< 5 Years
19091,1.9,False,False,False,Scikit-learn,66535,< 5 Years
19092,19.7,True,False,True,TensorFlow,65177,15-20 Years
19093,0.93,True,False,False,,7513,< 5 Years
19094,0.3,False,False,False,,62323,< 5 Years
19095,26.4,True,False,False,TensorFlow,82941,25+ Years
19096,3.1,False,False,True,,75171,< 5 Years
19097,23.9,True,False,False,Keras,4604,20-25 Years
19098,2.3,True,True,True,,72406,< 5 Years
19099,1.8,True,False,False,,60991,< 5 Years
19100,10.5,True,False,True,,124291,10-15 Years
19101,3.8,True,True,False,Scikit-learn,33887,< 5 Years
19102,0.62,False,False,False,,51824,< 5 Years
19103,0.91,True,False,False,Scikit-learn,66968,< 5 Years
19104,6.1,True,False,True,TensorFlow,8981,5-10 Years
19105,5.5,True,False,False,Keras,20078,5-10 Years
19106,4.8,True,False,False,,70323,< 5 Years
19107,20.3,True,False,False,,110478,20-25 Years
19108,5.7,True,False,True,TensorFlow,7033,5-10 Years
19109,1.1,True,False,False,Scikit-learn,9515,< 5 Years
19110,0.54,True,False,False,Scikit-learn,414,< 5 Years
19111,8.1,True,False,True,Scikit-learn,22324,5-10 Years
19112,3.9,True,False,False,Keras,68473,< 5 Years
19113,10.8,True,True,True,Scikit-learn,1377679,10-15 Years
19114,18.9,True,False,True,PyTorch,82165,15-20 Years
19115,0.81,True,False,False,PyTorch,50651,< 5 Years
19116,12.2,True,False,False,Scikit-learn,175838,10-15 Years
19117,3.2,False,False,False,Scikit-learn,1270,< 5 Years
19118,2.1,True,False,False,,63028,< 5 Years
19119,3.7,True,False,True,Scikit-learn,1868,< 5 Years
19120,2.3,True,False,True,,57087,< 5 Years
19121,0.21,True,False,False,,62359,< 5 Years
19122,5.9,True,False,True,Scikit-learn,46260,5-10 Years
19123,1.9,True,False,False,Scikit-learn,74513,< 5 Years
19124,3.9,True,True,True,,1123,< 5 Years
19125,3.0,False,False,False,,55763,< 5 Years
19126,4.3,False,False,False,,1315,< 5 Years
19127,9.0,True,False,True,Keras,103523,5-10 Years
19128,0.29,True,False,False,TensorFlow,628,< 5 Years
19129,1.1,True,True,False,Scikit-learn,30669,< 5 Years
19130,2.5,False,False,False,,50808,< 5 Years
19131,4.8,True,False,False,,59685,< 5 Years
19132,4.1,True,False,True,Scikit-learn,2152,< 5 Years
19133,23.8,True,True,True,,22490,20-25 Years
19134,8.8,True,False,False,TensorFlow,66409,5-10 Years
19135,25.2,True,False,False,PyTorch,248455,25+ Years
19136,0.61,True,False,True,,35051,< 5 Years
19137,2.3,True,False,True,Scikit-learn,67074,< 5 Years
19138,26.3,True,False,True,Scikit-learn,17842,25+ Years
19139,0.27,True,False,False,,1285,< 5 Years
19140,3.8,True,False,True,Scikit-learn,1494,< 5 Years
19141,9.1,True,False,False,PyTorch,36944,5-10 Years
19142,4.7,True,False,False,Keras,74660,< 5 Years
19143,1.4,True,False,False,Scikit-learn,72386,< 5 Years
19144,0.0,False,False,False,,3982,< 5 Years
19145,0.0,False,False,False,,7190,< 5 Years
19146,2.9,True,False,False,Scikit-learn,41376,< 5 Years
19147,2.2,True,False,False,PyTorch,862,< 5 Years
19148,2.6,True,False,False,Scikit-learn,54378,< 5 Years
19149,5.9,True,True,True,Keras,56030,5-10 Years
19150,3.2,True,True,True,TensorFlow,32447,< 5 Years
19151,12.7,True,False,True,Keras,38501,10-15 Years
19152,6.1,True,True,True,PyTorch,94164,5-10 Years
19153,1.4,True,False,False,,70314,< 5 Years
19154,6.2,True,False,False,Scikit-learn,404,5-10 Years
19155,14.2,True,False,False,,51390,10-15 Years
19156,4.1,True,False,True,,70163,< 5 Years
19157,1.8,True,False,True,Scikit-learn,394,< 5 Years
19158,4.6,True,False,True,PyTorch,67527,< 5 Years
19159,25.0,True,False,True,Keras,47480,20-25 Years
19160,1.4,True,True,True,Scikit-learn,22965,< 5 Years
19161,3.6,True,False,False,Scikit-learn,10318,< 5 Years
19162,6.5,True,False,True,,10022,5-10 Years
19163,9.5,True,False,True,PyTorch,59783,5-10 Years
19164,2.5,True,False,True,Scikit-learn,31999,< 5 Years
19165,0.47,True,False,True,Keras,169,< 5 Years
19166,0.88,True,True,True,,52363,< 5 Years
19167,4.0,True,False,False,Keras,13635,< 5 Years
19168,3.0,True,True,True,TensorFlow,65675,< 5 Years
19169,2.9,True,False,False,,70889,< 5 Years
19170,4.9,True,False,True,TensorFlow,70496,< 5 Years
19171,14.4,True,True,True,Scikit-learn,113242,10-15 Years
19172,0.42,False,False,False,,51547,< 5 Years
19173,0.35,True,False,True,Scikit-learn,542,< 5 Years
19174,4.1,True,False,False,Scikit-learn,64631,< 5 Years
19175,2.0,True,False,True,,68349,< 5 Years
19176,9.9,False,False,False,TensorFlow,67973,5-10 Years
19177,0.25,False,False,False,Scikit-learn,11064,< 5 Years
19178,0.21,False,False,False,,763,< 5 Years
19179,0.26,True,False,True,Scikit-learn,67441,< 5 Years
19180,6.8,False,True,True,Keras,92528,5-10 Years
19181,1.1,True,False,False,Scikit-learn,67471,< 5 Years
19182,0.56,True,False,False,Scikit-learn,70893,< 5 Years
19183,0.56,True,False,False,Scikit-learn,74638,< 5 Years
19184,2.7,True,False,False,TensorFlow,51001,< 5 Years
19185,3.4,True,False,False,Scikit-learn,73485,< 5 Years
19186,4.9,True,False,False,Scikit-learn,51955,< 5 Years
19187,26.7,True,False,True,Scikit-learn,93619,25+ Years
19188,0.66,True,True,False,Keras,60286,< 5 Years
19189,10.3,True,False,True,,23390,10-15 Years
19190,0.71,True,False,True,Keras,52518,< 5 Years
19191,4.0,True,False,True,PyTorch,24891,< 5 Years
19192,2.6,True,False,False,TensorFlow,653,< 5 Years
19193,1.7,True,False,True,Scikit-learn,8110,< 5 Years
19194,3.8,True,False,False,TensorFlow,2284,< 5 Years
19195,6.1,True,False,False,TensorFlow,79814,5-10 Years
19196,15.6,True,False,False,Scikit-learn,12796,15-20 Years
19197,1.9,True,False,True,PyTorch,181538,< 5 Years
19198,0.45,True,False,True,TensorFlow,9525,< 5 Years
19199,2.7,False,False,False,,52056,< 5 Years
19200,17.4,True,False,True,,73271,15-20 Years
19201,9.4,True,False,True,Keras,41030,5-10 Years
19202,7.2,True,False,True,Scikit-learn,16034,5-10 Years
19203,2.9,False,False,False,,67591,< 5 Years
19204,1.2,False,True,False,,70465,< 5 Years
19205,1.0,True,False,False,Scikit-learn,74298,< 5 Years
19206,3.8,True,False,True,Scikit-learn,1385,< 5 Years
19207,0.0,False,False,False,,4893,< 5 Years
19208,2.9,True,True,True,,50347,< 5 Years
19209,3.8,True,False,True,,70520,< 5 Years
19210,5.3,True,True,True,TensorFlow,45824,5-10 Years
19211,6.2,False,False,True,Scikit-learn,23320,5-10 Years
19212,9.4,True,False,True,TensorFlow,58764,5-10 Years
19213,0.86,True,False,False,Scikit-learn,60043,< 5 Years
19214,0.67,True,False,False,,6504,< 5 Years
19215,2.7,True,False,True,Scikit-learn,560,< 5 Years
19216,2.2,True,False,False,PyTorch,168687,< 5 Years
19217,0.31,True,False,False,Scikit-learn,66581,< 5 Years
19218,6.2,False,False,True,,66125,5-10 Years
19219,2.6,True,False,False,,107033,< 5 Years
19220,0.0,False,False,False,,38576,< 5 Years
19221,0.81,True,False,True,,5143,< 5 Years
19222,4.3,True,True,True,Scikit-learn,69723,< 5 Years
19223,3.2,True,True,False,TensorFlow,2097,< 5 Years
19224,4.5,True,False,True,TensorFlow,922,< 5 Years
19225,1.2,True,True,False,,95585,< 5 Years
19226,4.5,True,False,False,PyTorch,68173,< 5 Years
19227,2.7,False,True,True,,8957,< 5 Years
19228,24.1,True,True,True,Scikit-learn,36440,20-25 Years
19229,3.3,True,False,True,Scikit-learn,251,< 5 Years
19230,3.8,True,False,True,Keras,38095,< 5 Years
19231,22.7,True,False,False,PyTorch,63069,20-25 Years
19232,9.3,True,False,False,Scikit-learn,86255,5-10 Years
19233,1.6,True,False,False,Scikit-learn,26569,< 5 Years
19234,15.3,True,False,False,,644,15-20 Years
19235,15.4,True,False,False,,12178,15-20 Years
19236,0.37,True,False,True,,993,< 5 Years
19237,1.9,True,False,True,Keras,2286,< 5 Years
19238,19.3,True,True,True,Scikit-learn,59790,15-20 Years
19239,1.5,True,False,True,PyTorch,27067,< 5 Years
19240,4.5,False,True,True,,72248,< 5 Years
19241,0.83,True,False,False,Scikit-learn,730,< 5 Years
19242,27.6,True,False,True,Keras,179843,25+ Years
19243,1.4,True,False,False,Scikit-learn,524,< 5 Years
19244,2.8,True,False,True,,112652,< 5 Years
19245,27.1,True,False,False,,145125,25+ Years
19246,0.75,True,False,False,PyTorch,70319,< 5 Years
19247,3.9,False,False,False,Scikit-learn,28508,< 5 Years
19248,7.4,True,False,False,PyTorch,730,5-10 Years
19249,19.2,False,False,False,Scikit-learn,256,15-20 Years
19250,0.0,False,False,False,,660,< 5 Years
19251,1.3,True,False,False,PyTorch,59599,< 5 Years
19252,0.48,True,True,True,,5985,< 5 Years
